href,title,name,date,text
https://www.tongrenquan.org/tongren/6765.html,人在东京：时间停止(全本),作者： 残月狂徒  ,2022-07-08,千秋穿越平行世界霓虹东京，喜提【时间之王系统】，从此走向人生巅峰……虽然这个东京有点奇怪。
https://www.tongrenquan.org/tongren/6760.html,我在崩坏世界捡到一条腰带(全本),作者： 唐末子·渡  ,2022-07-06,“对付崩坏，果然还是要用女武神的力量啊（亮出卡片）”
https://www.tongrenquan.org/tongren/6751.html,人在沪上：开局邂逅欢乐五美(全本),作者： 阿龙的初八  ,2022-07-03,穿越平行世界，苏沐白成了沪上巨头苏氏集团的继承人。
https://www.tongrenquan.org/tongren/6745.html,我在东京养成神祇(全本),作者： 臣想涮火锅  ,2022-06-30,穿越日本东京，成为神社神官。
https://www.tongrenquan.org/tongren/6528.html,向美丽的银龙献上婚戒(全本),作者： 御白狐  ,2022-04-13,莱维在迷迷糊糊中去屠龙，然后成功被龙给屠了，无奈之下拿出戒指——
https://www.tongrenquan.org/tongren/6512.html,为什么雪之下会在这？(全本),作者： 苦笑猫  ,2022-04-06,水原亮司少年原本只是一位稍微有点贪财的高中少年，然而，因为从小就摊上了个让他头疼性格扭曲的青梅竹马。青梅竹马，字面意义上也就是从小长大并且毫无恋爱想法的好友。
https://www.tongrenquan.org/tongren/6509.html,我，少年宗师！开局签到大雪龙骑(1-135),作者： 鱼鱼天  ,2022-04-04,九州大地，烽火狼烟四起！
https://www.tongrenquan.org/tongren/6480.html,人在风都：开局抽中逢魔之力(全本),作者： 风都抽中  ,2022-03-22, 林唯穿越风都。
https://www.tongrenquan.org/tongren/6479.html,平凡木原造就学都最强(全本),作者： 木原加群  ,2022-03-21,在人们的印象中“木原”们大多都是，残忍，非人道，疯狂等等负面词汇的代名词。
https://www.tongrenquan.org/tongren/6474.html,人在斗罗，我把蓝银皇吃了(全本),作者： 鱼的同音字  ,2022-03-18,本书又名《吸溜！蓝银皇好香啊》《我把蓝银皇吃了》《唐三，真的对不起！》《唐三，蓝银草是这么用的！》等。
https://www.tongrenquan.org/tongren/6459.html,柯学世界的诡异魔术师(全本),作者： 无声哈奇士  ,2022-03-09,柯南：“藤原，你这是魔法还是魔术！”
https://www.tongrenquan.org/tongren/6450.html,日常番里的小猫咪(全本),作者： 墨白虾  ,2022-03-05,猫咪日常任务：
https://www.tongrenquan.org/tongren/6734.html,网王欺诈师(全本),作者： 风子小白  ,2022-06-26, 重生到网王世界，成为仁王雅治。传奇，从立海大开始！
https://www.tongrenquan.org/tongren/6715.html,二次元的浪客(全本),作者： 银眼的斩杀者  ,2022-06-19,在《浪客剑心》里学艺闯荡，然后去新千年的各个动漫世界中捣乱的故事。
https://www.tongrenquan.org/tongren/6713.html,学姐快住口！(全本),作者： 蜜汁姬  ,2022-06-18,“催更！今天的怎么还没更新？”
https://www.tongrenquan.org/tongren/5274.html,我，21亿岩王帝君加入聊天群(全本),作者： 大一统  ,2022-06-12,穿越者岩王帝君钟离的聊天群世界之旅。
https://www.tongrenquan.org/tongren/6689.html,从大秦开始的西游(全本),作者： 铁木七  ,2022-06-09,李珏穿越到大秦时代，成为了一个捞阴门的刽子手，处斩有罪犯人，这里的武将游侠能够拳碎山河，力拔山兮气盖世。
https://www.tongrenquan.org/tongren/6684.html,英雄的二次元(全本),作者： 那抹圣光  ,2022-06-07,(lovelive！甘城光辉游乐园正文！斩瞳、学园、约战、噬血、Fate、恶魔、IS、黑弹、地错、不死者完结！舰娘番外！)“没有什么比死亡更寒冷的了---”“让我们来猎杀那些陷入黑暗中的人吧！”净世圣光与圣银弩
https://www.tongrenquan.org/tongren/6680.html,网游精灵时代：捡经验就变强(全本),作者： 咖啡胖猫  ,2022-06-06,给小精灵捡经验，迅速成长，瞬间进化，秒学技能，不再是梦！
https://www.tongrenquan.org/tongren/6444.html,我在二次元里偷取万物(全本),作者： 咸鱼阿涛  ,2022-06-03,主角容貌比较美（不喜勿入）
https://www.tongrenquan.org/tongren/6670.html,我被二次元女主听到了心声？(全本),作者： 贞德我的  ,2022-06-02,五更星野穿越到综漫世界，虽然没有系统，但是过着普通的日常，偶尔帮助周围的女生解决问题，日子倒也过的不错。
https://www.tongrenquan.org/tongren/6652.html,白毛女骑士的虚拟物语(全本),作者： 好大的余  ,2022-05-27,【听说大家都喜欢白毛？】
https://www.tongrenquan.org/tongren/6647.html,即使是伪娘吸血鬼也能在异世界从容生存(全本),作者： 金芒果  ,2022-05-25,：穿着水手服的黑发‘少女’正在沙池中和小朋友们玩沙子。
https://www.tongrenquan.org/tongren/5699.html,从死馆开始拯救绝望少女(全本),作者： 迷惑  ,2021-06-15,这是个在各种黑暗、致郁的gal、里世界拯救绝望少女的故事。(题材虽然小众，但没玩过游戏也可观看)世界：死馆——euphoria——DDLC——里世界(四个已完结)——七盾联盟。
https://www.tongrenquan.org/tongren/5651.html,我得丹田有手机(全本),作者： 丹琪天下  ,2021-06-06,手机异变，坐镇丹田。可聚先天真力，可查世间天道，可探机缘功德。可录无敌道法。
https://www.tongrenquan.org/tongren/5649.html,我欺骗了二次元女主(全本),作者： 叶子轮回  ,2021-06-05,林叶告白失败，激发‘超次元角色身份系统’，表面上，他是学校平平无奇的学生。
https://www.tongrenquan.org/tongren/5227.html,冒险公会不是约会平台啊！(全本),作者： 冰糖葫芦五加皮  ,2021-06-01,这里是跨越次元的冒险公会。
https://www.tongrenquan.org/tongren/5591.html,雪之下的青春没有问题(全本),作者： 夏晓岚  ,2021-05-22,无论何时，雪之下雪乃都在贯彻着自我，即使总会孤独的仰望着星空，她也会毫不犹豫坚决的走在自己的道路上，或许谁都不知道最后的答案是什么，由比滨结衣内心的决定？
https://www.tongrenquan.org/tongren/5578.html,某穿越的妹专业户(全本),作者： 有只猫  ,2021-05-19,御坂美琴：“美咲，来正面上我呀！”炮姐满脸羞涩;
https://www.tongrenquan.org/tongren/5551.html,人在忍界，开局叛逃(全本),作者： 明月轻风  ,2021-05-12,帅气逼人：新人？
https://www.tongrenquan.org/tongren/5081.html,黑魂型月(全本),作者： 猫之恋歌  ,2021-05-05,燃烧的薪王，漫步在神灵现世的大地之上。
https://www.tongrenquan.org/tongren/5516.html,白井黑子的正确攻略姿势(全本),作者： 笑言百景  ,2021-05-04,那一天，环南派出所的值班民警老五接到了一个电话，是他初中同学打来的...
https://www.tongrenquan.org/tongren/5515.html,分身的次元聊天群(全本),作者： 怠惰的魔王  ,2021-05-04,某一天，觉醒异能的虞白偶然加入了某个次元聊天群，发现群里的沙雕网友全是各个世界的自己，而且这些沙雕网友的大腿很粗、很大、很性感！！！
https://www.tongrenquan.org/tongren/5514.html,我，石上优，DNF剑圣(全本),作者： 长歌且行  ,2021-05-03,“刀斩肉体，心斩灵魂！”“迅速，否则，便会丧命！”
https://www.tongrenquan.org/tongren/5507.html,火影之鸣人传奇(全本),作者： 月下雪琪  ,2021-05-01,"老天似乎在玩弄着他,糊里糊涂的把他弄到了这个人吃人的火影世界中,还成为了传说中的预言之子,漩涡鸣人,在这个危机四伏的世界里他努力的活着,同时身边不知不觉中已经聚集了一大片的许多红颜知己. 他风流吗.?很风l.!他好s吗.?不是一般的好s.!"
https://www.tongrenquan.org/tongren/5499.html,霹雳之末世魔皇(全本),作者： 火狱凝渊  ,2021-04-29,林枫因一场意外进入了轮回空间，经过数十年的奋斗终于达到了轮回空间的极限，
https://www.tongrenquan.org/tongren/5831.html,我老婆不可能是白毛网骗(全本),作者： 蕾米忠犬执事君  ,2021-07-15,What？我那可爱的白发老婆怎么可能是网骗呢？另外，她怎么还有个叫做阿尔托莉雅的弟子呢？
https://www.tongrenquan.org/tongren/5829.html,全球大轮回(全本),作者： 大日浴东海  ,2021-07-14,蓝星，一夜之间，轮回殿降临，只要年满十八岁皆可以进入轮回殿经历副本任务，得到奖励变强，甚至长生。
https://www.tongrenquan.org/tongren/5827.html,红楼大爷贾珍(断更全本),作者： 耶律承基  ,2021-07-14, 忽然有一天，成为红楼梦中宁国府的大爷贾珍，于是，红楼梦就乱了……人送外号：泰迪珍......
https://www.tongrenquan.org/tongren/5825.html,法夫纳啊，你在哪？(全本),作者： 英雄王不死于拖更  ,2021-07-14,（崩坏同人文！崩坏，崩坏，就崩崩崩那个崩坏！主角是岳父齐格飞。）
https://www.tongrenquan.org/tongren/5124.html,在下史蒂夫，是个喜欢破坏的创造神(全本),作者： 俺是琪露诺  ,2021-07-12,史蒂夫：“这个时空门我打算上交国家！”（递上MC世界）国家：“好孩子，不愧是热爱祖国的好孩子！”（感动）
https://www.tongrenquan.org/tongren/5815.html,型月魔法使夏提雅(全本),作者： 向希望祈祷  ,2021-07-11,一直跟着夏九的烂系统突然赠送了夏九一份大礼包，紧接着莫名其妙的情况下一觉醒来就变成了妹子。
https://www.tongrenquan.org/tongren/5813.html,开局我就有几亿个属性点(全本),作者： 番茄西红柿  ,2021-07-11,人类终于拥有登录【永恒】的能力，能登录【永恒】的网游世界，将在【永恒】得到的任何力量、功法和能力，带入现实。
https://www.tongrenquan.org/tongren/5810.html,斗罗之开局表白女教皇(全本),作者： 想吃顿烤肉  ,2021-07-10,林琅天穿越到斗罗大陆，身负大反派系统，觉醒顶级双生武魂：
https://www.tongrenquan.org/tongren/4833.html,就算是恶魔你也会喜欢吗(全本),作者： 阡陌红尘  ,2021-07-08,世界不知为何悄然间发生了改变；
https://www.tongrenquan.org/tongren/5802.html,全球轮回之我自带剧情库(全本),作者： 午饭晚六点  ,2021-07-08,【动漫无限流，副本：魔禁、柱灭之刃、龙珠、fate、海贼、火影、犬夜叉、overlord、一拳超人，其他待定】
https://www.tongrenquan.org/tongren/5615.html,我在东京签到打卡(全本),作者： 开心小帅  ,2021-07-07,〖叮——签到奖励独栋建筑永久产权一份〗
https://www.tongrenquan.org/tongren/5795.html,我，圣地圣子，加入聊天群(全本),作者： 老鱼吃嫩虾  ,2021-07-06,穿越后，被某圣地掌门收为了徒弟的宁北辰，仅仅只用了千年的时间，便成为了一尊无上大能。
https://www.tongrenquan.org/tongren/5790.html,御坂美琴不要当宇智波美琴(全本),作者： 御坂12586号  ,2021-07-05,御坂美琴：“宇智波鼬，就算我给你生了孩子，我也不要当宇智波美琴。”
https://www.tongrenquan.org/tongren/6640.html,里表世界(全本),作者： 宝可梦  ,2022-05-23,灵异、冒险、玄幻、推理、竞技、奇幻、仙侠、国术、魔幻、历史、都市、科幻、战争、神话……无限的世界，无限的精彩
https://www.tongrenquan.org/tongren/6631.html,我，木叶的人生导师(全本),作者： 卖身葬节操  ,2022-05-19,京一穿越到了木叶，成了忍校的一名临时教师，还好觉醒了导师系统。
https://www.tongrenquan.org/tongren/6616.html,二次元里的魔道修士(全本),作者： 我的小泰迪  ,2022-05-15,“我跟你讲，二次元是真的棒！”
https://www.tongrenquan.org/tongren/6611.html,我，乌萨斯皇帝！(全本),作者： 刘达线人  ,2022-05-13,「简介一觉醒来成为乌萨斯皇帝，这该怎么破？
https://www.tongrenquan.org/tongren/6608.html,某异界的神奇宝贝大师(全本),作者： 修的宅愿  ,2022-05-12,穿越到异世界，叶白念有了一款可以把雌性生物当做神奇宝贝契约的系统，从此他就走上了成为终极鬼畜神奇宝贝大湿的不归之路。
https://www.tongrenquan.org/tongren/5490.html,综漫：开局夺取逢魔之力(全本),作者： 喵喵呀  ,2021-04-27,开局觉醒夺取和复制的能力，在夺取逢魔之力后，林幻只想度个假，招收一批时劫者女仆，再去夺取万界强者的力量，成为最强！
https://www.tongrenquan.org/tongren/5468.html,侵入异次元(全本),作者： 叶子轮回  ,2021-04-22,泛次元联盟，命运共同体。（包括但不仅限于应对世界大战，核武战争，末日危机，外星入侵，变异灾害，异族袭击以及最具毁灭性的内部纷争。）
https://www.tongrenquan.org/tongren/5786.html,人在崩三，外挂是蹦蹦(全本),作者： 低谷  ,2021-07-04,“既然你将希儿从无尽的绝望中解救出来了，那就绝对，绝对不要离开我的身边哦。”
https://www.tongrenquan.org/tongren/5777.html,斗罗之从小舞开始沾染红尘(全本),作者： 九笔学会爱了  ,2021-07-02,何从良穿越斗罗大陆，历尽千辛万苦，终于觉醒了双武魂。    
https://www.tongrenquan.org/tongren/5764.html,火影之我是雕刻师(全本),作者： 胖子中的胖子  ,2021-06-29,穿越到了火影世界，获得了一个名为雕刻系统的系统。
https://www.tongrenquan.org/tongren/4821.html,第八冠位(全本),作者： 就像阳光  ,2021-06-28,真名：仓密目琉夏
https://www.tongrenquan.org/tongren/5427.html,诡境主宰(全本),作者： 咸鱼咸鱼仙  ,2021-06-21,蒸汽朋克、魔法秘术、月份正神、诡境恩赐，这是新世界的关键词。
https://www.tongrenquan.org/tongren/5719.html,地下城的一百万种活法(全本),作者： 赖老汉  ,2021-06-19,转生成了一头刚破壳的幼龙，郑乾以为这波稳了，龙可是这个世界最高等的生物。可郑乾万万没想到——他是一颗双黄蛋！
https://www.tongrenquan.org/tongren/4699.html,无限大萌王(全本),作者： 嘤嘤白  ,2021-06-19,江睿穿越了
https://www.tongrenquan.org/tongren/6445.html,直到我娶了长公主(全本),作者： 老狗  ,2022-03-02,时值大燕征战四方威震天下，远西南域无不迫于大燕之威，同时大燕朝廷颁发‘禁武令’，民间修习武学者皆为死罪。
https://www.tongrenquan.org/tongren/6434.html,四合院：穿越六零璀璨人生(全本),作者： 薛不是  ,2022-02-24,意外穿越到六十年代，何雨柱住进了充斥着禽兽的四合院。
https://www.tongrenquan.org/tongren/6431.html,聊天室诸君的搞事之旅(全本),作者： 青空姬  ,2022-02-23,叶悠穿越《约战》成为一只男精灵，美少女五河士织要攻略他。
https://www.tongrenquan.org/tongren/6426.html,我的妹妹是cosplay女神(全本),作者： 枯井杀手  ,2022-02-20,学生会主席？香楠山车神？顶级文娱制作人？商业领袖？中华兵王？华夏第一阴阳术师？拜托，我只想当个普通的大学生而已。
https://www.tongrenquan.org/tongren/6419.html,萝莉船长的奇幻漂流(全本),作者： 圆文社  ,2022-02-16,"「Tag：后宫,萝莉,克苏鲁,脑洞大开」"
https://www.tongrenquan.org/tongren/6418.html,漫威里的次元商店(全本),作者： 疏影L  ,2022-02-16,某年某月某日，获得商城系统的沐阳决定成为一名商人。
https://www.tongrenquan.org/tongren/6415.html,洪荒:我变成了东皇太一(全本),作者： 万年一秦  ,2022-02-14,穿越洪荒，秦沐变成了第二次量劫的主角，东皇太一？
https://www.tongrenquan.org/tongren/6414.html,明日方舟，第二国际(全本),作者： 红魔乡闲狼  ,2022-02-13,原来鸽子当久了是真的会遭到报应的。
https://www.tongrenquan.org/tongren/6412.html,都到泰拉了总不会伤害再刮痧了吧(全本),作者： Rainink  ,2022-02-12,全境封锁×明日方舟同人
https://www.tongrenquan.org/tongren/6411.html,超级英雄才不是全民太太(全本),作者： 阿莫茜琳  ,2022-02-11,在超级英雄活跃的时代，有着一位人美声甜、温柔善良、善于照顾别人的超级英雄活跃着，他被人们当做梦中情人，也有不少的邪恶之人窥视他的美貌，对此他感觉十分的烦恼。
https://www.tongrenquan.org/tongren/6408.html,海贼：将灵魂献给魔鬼(全本),作者： 碧碧  ,2022-02-09,"“你渴望力量吗？你渴望拥有打破一切规则，一切束缚，一切强权的力量吗？我给你想要的力量，只要你将灵魂献给我......""诱惑·的声音回荡在海贼世界众人的脑海里，久久不散。"
https://www.tongrenquan.org/tongren/6406.html,女友凶萌请自重(全本),作者： 浮木  ,2022-02-08,我是一个有原则的人，信奉单身主义，这辈子都不可能交女朋友，哪怕是有貌美如花的姑娘当众对我表白，我也绝不会同意！
https://www.tongrenquan.org/tongren/6260.html,大道金榜，我！至高武神被曝光了(全本),作者： 吃奶的小猪  ,2021-11-22,赵武穿越大秦世界，本想当个纨绔公子，娶几房娇妻美妾，逍遥快活。
https://www.tongrenquan.org/tongren/6255.html,求你让我上英灵座吧(全本),作者： 洛州白马  ,2021-11-20,“穿越到了型月，获得了根源的认可，只要能够非正常性死亡，就能登上英灵座、成为英灵座之主，比七冠位更强、更自由的存在。”
https://www.tongrenquan.org/tongren/3802.html,全世界都在针对我(全本),作者： 嘟嘟嘟  ,2021-11-19,卫宫切嗣：局长，已经达到极限了！我要成为魔法少女贯彻我的正义，拯救世界！
https://www.tongrenquan.org/tongren/6246.html,海贼世界里我吃了崩坏果实(全本),作者： 鍩颯爱  ,2021-11-16,伟大航道一间不知名的酒馆里。
https://www.tongrenquan.org/tongren/6243.html,神级签到：开局和女武神成亲(全本),作者： 星火连天  ,2021-11-15, 叶炎穿越九绝大陆，激活签到加点系统。
https://www.tongrenquan.org/tongren/6223.html,我，士郎，hou宫王(全本),作者： 一身剑骨  ,2021-11-08,曾经作为好好学生，好好学习天天向上，从未放肆过自己欲望的穿越者，在绿灯过马路的时候被酒驾司机一招卡车冲锋拳撞死，带着一个卡片系统穿越到了型月世界，成为了年仅七岁的士郎。
https://www.tongrenquan.org/tongren/6218.html,指挥官的魔幻旅途(全本),作者： 凰鸣暮歌  ,2021-11-06,一个碧蓝航线的指挥官和他的舰娘一起，穿梭于不同的世界，发生的点点滴滴，当然，也会适时的加入新船。
https://www.tongrenquan.org/tongren/6214.html,人在超神开局获得冥王模板(全本),作者： 孟良柒  ,2021-11-05,苏荼穿越到了超神世界，获得了人物模块系统，开局就获得了超兽武装冥王的模块，自此一个至强主神镇压了数万年之久。
https://www.tongrenquan.org/tongren/6404.html,某科学的食蜂操祈(全本),作者： 安达桜  ,2022-02-07,震惊，私立贵族女校常盘台中学的两位lv5，表面上关系恶劣见面就吵架互相看对方不顺眼，背地里竟然偷偷摸摸做这种事？！
https://www.tongrenquan.org/tongren/6401.html,斗罗我的系统不正经(全本),作者： 心随雁飞灭  ,2022-02-05,狗作者就是要黑唐三，唐三的粉丝们别喷哈。
https://www.tongrenquan.org/tongren/6398.html,虽然我天天挨揍但我还是她们的爹(全本),作者： 枯木叶子  ,2022-02-03, 少女：“你知道暗之女帝吗？她是我的偶像！”
https://www.tongrenquan.org/tongren/6394.html,精灵:被凤王抓走的我悟了(全本),作者： 我真会飞  ,2022-01-31,重生到了精灵世界的御龙一族，结果被一只从天而降的彩色大火鸡直接掳走。
https://www.tongrenquan.org/tongren/6393.html,次元聊天群(全本),作者： 闷墩儿  ,2022-01-30,本以为这些群成员是重度ACG粉的谌羽，在点开新成员南小鸟所发信息的地址后......
https://www.tongrenquan.org/tongren/6390.html,我在海贼里当一拳超人(全本),作者： 墨如隐  ,2022-01-28,陆枫，一个开场便无敌的人。
https://www.tongrenquan.org/tongren/6383.html,娱乐：与青梅竹马的小日常(全本),作者： 大狗  ,2022-01-24,娱乐：与青梅竹马的小日常 作者：大狗
https://www.tongrenquan.org/tongren/6381.html,从大时代开始的影视穿越(全本),作者： 小小鹏子  ,2022-01-23,从穿越《大时代》开始，改变小犹太，方家三女的命运……
https://www.tongrenquan.org/tongren/6211.html,吾乃宇智波一换一(全本),作者： 爱咸鱼的肥猫  ,2021-11-04,穿越到灭族之夜，宇智波瞬一开启了万花筒写轮眼。
https://www.tongrenquan.org/tongren/6205.html,我的二次元绝对不正常(全本),作者： 五更废喵  ,2021-11-02,“死宅什么的最讨厌了，缘之空是什么东西？欧尼酱！”高坂桐乃。
https://www.tongrenquan.org/tongren/6202.html,开局SSS天赋的我还是太弱(全本),作者： 沉唐枕月  ,2021-11-01,一觉醒来，全球人类集体穿越到了一片野蛮原始的世界。在这里，没有高楼大厦，没有文明科技，甚至连食物与资源都极度缺乏，黑暗中还潜藏着不可名状的怪物。
https://www.tongrenquan.org/tongren/6198.html,从反派聊天群开始崛起(全本),作者： 苏西爱喝奶  ,2021-10-31,苏长歌穿越了，还获得了一个诸天万界反派聊天群！
https://www.tongrenquan.org/tongren/6195.html,柯学验尸官(全本),作者： 河流之汪  ,2021-10-30,本书全称：《刚穿越到柯学世界就被名侦探指认为头号犯罪嫌疑人，身为验尸官的我现在一点不慌》
https://www.tongrenquan.org/tongren/6189.html,仙界第一卧底(全本),作者： 中二少年肤浅  ,2021-10-28,我，林云，根骨绝佳，本以为会被当成重点弟子培养，然而……
https://www.tongrenquan.org/tongren/6180.html,地窟生存：我能听见提示音(全本),作者： 书生白菜  ,2021-10-25,“前方地窟中有一个旅行者的背包，背包中或许藏着惊喜。”
https://www.tongrenquan.org/tongren/4532.html,诸天最强大佬(全本),作者： 七只跳蚤  ,2021-10-24,燃烧气运，可以穿梭诸天。
https://www.tongrenquan.org/tongren/6174.html,我的次元聊天室(全本),作者： 青空大魔王  ,2021-10-23,平凡的小学生：@时间的朔行者，魔女之夜？你在哪，我去帮你。
https://www.tongrenquan.org/tongren/6170.html,无敌从娶了璃月七星开始(全本),作者： ccc  ,2021-10-22,秦知穿越到了原神世界，恰好被璃月七星中的天权星凝光捡回家，成为了群玉阁指定继承人。
https://www.tongrenquan.org/tongren/6166.html,早坂爱喜欢型月网游(全本),作者： 不胖橘喵  ,2021-10-21,喜闻乐见的穿越了，但总感觉这个世界的画风不对劲。
https://www.tongrenquan.org/tongren/5458.html,斗罗之瑶瑶公主是团宠,作者： 瑶有上进心  ,2021-04-20, 【主角是男的，男的，男的！也不会性转！】
https://www.tongrenquan.org/tongren/5447.html,我在东京当邪神(全本),作者： 好人有好卡  ,2021-04-17,我叫白阁，是一名穿越者。
https://www.tongrenquan.org/tongren/5445.html,无限世界的套路基本法(全本),作者： 梦惊蝉  ,2021-04-17,“想知道生命的意义吗？想真正的.......活着吗？”
https://www.tongrenquan.org/tongren/5430.html,谢邀！人在小精灵，刚辞冠军(全本),作者： 花天下  ,2021-04-13,穿越神奇宝贝世界二十年刚刚辞去神奥冠军位置，准备隐退成幕后大佬，迎娶希罗娜走上人生巅峰的顾羽忽然获得了横跨万界的聊天君羊，开启了新的挂逼人生。
https://www.tongrenquan.org/tongren/5422.html,穿越到FGO的我能怎么办？我也很绝望啊(全本),作者： 蓬莱夜辉山  ,2021-04-12,“巴巴托斯，你应该抓住的手已经不是我呢。”
https://www.tongrenquan.org/tongren/5419.html,型月异界的骑士王(全本),作者： 愉悦的兴趣  ,2021-04-10,数百年前，神圣的统一帝国因为内乱而一分为九。不列颠正是其中之一。
https://www.tongrenquan.org/tongren/5418.html,人在超神百万倍增幅(全本),作者： 一天十万字  ,2021-04-10,主角苏白，穿越到超神世界。
https://www.tongrenquan.org/tongren/5415.html,网王：神级球员(全本),作者： 欢欢欢  ,2021-04-09,穿越网王世界，获得神级系统。老师是越前南次郎。      
https://www.tongrenquan.org/tongren/5406.html,斗罗之我的武魂是自己未婚妻(全本),作者： 芽月儿  ,2021-04-07,还有三天就要结婚的郑离被系统带着穿越到了斗罗大陆的世界，他本以为再也见不到自己的未婚妻了…
https://www.tongrenquan.org/tongren/6376.html,幻想乡毁灭之后的我当了老师(全本),作者： 黑月奏  ,2022-01-20,以幻想乡为基础，容纳百川的大世界呈现于世
https://www.tongrenquan.org/tongren/6372.html,魔戒骑士的奇妙之旅(全本),作者： 梦入炎方  ,2022-01-18,雷尔夫有些蒙蔽，做为一个躺着穿越的穿越者，他只是想在霍拉横行的中世纪活下去。
https://www.tongrenquan.org/tongren/6370.html,蜡笔小新不会捡到魔王女高中生(全本),作者： 无心睡眠  ,2022-01-17,《多啦A梦》x《蜡笔小新》x《弱气角色友琦君》x《我的青春恋爱物语果然搞错了》x《一拳超人》x《佐贺偶像是传奇》
